_id,vocabulary,type,pronunciation,meaning,__v
6669abe4deb9c3c8f02d46c8,put down,v,/pʊt daʊn/,đặt xuống,0
6669abe4deb9c3c8f02d46c9,march,v,/mɑːrtʃ/,"diễu hành, hành quân",0
6669abe4deb9c3c8f02d46ca,drop,v,/drɑːp/,làm rơi,0
6669abe4deb9c3c8f02d46cb,break,v,/breɪk/,"làm vỡ, bẻ gãy",0
6669abe4deb9c3c8f02d46cc,drag,v,/dræɡ/,"lôi, kéo",0
6669abe4deb9c3c8f02d46cd,carry,v,/ˈker.i/,"mang, vác",0
6669abe4deb9c3c8f02d46ce,open,v,/ˈoʊ.pən/,mở ra,0
6669abe4deb9c3c8f02d46cf,lie down,v,/laɪ daʊn/,"nằm xuống, ngả lưng",0
6669abe4deb9c3c8f02d46d0,hold,v,/hoʊld/,"nắm, giữ",0
6669abe4deb9c3c8f02d46d1,lift,v,/lɪft/,nâng lên,0
6669abe4deb9c3c8f02d46d2,throw,v,/θroʊ/,"ném, quăng, vứt",0
6669abe4deb9c3c8f02d46d3,trip,v,/trɪp/,"ngáng chân, vấp ngã",0
6669abe4deb9c3c8f02d46d4,squat,v,/skwɑːt/,ngồi xổm,0
6669abe4deb9c3c8f02d46d5,cartwheel,v,/ˈkɑːrt.wiːl/,nhào lộn,0
6669abe4deb9c3c8f02d46d6,dive,v,/daɪv/,"nhảy lao xuống nước, lặn",0
6669abe4deb9c3c8f02d46d7,dance,v,/dæns/,"nhảy múa, khiêu vũ",0
6669abe4deb9c3c8f02d46d8,look,v,/lʊk/,"nhìn, ngắm",0
6669abe4deb9c3c8f02d46d9,kneel,v,/niːl/,quỳ gối,0
6669abe4deb9c3c8f02d46da,slip,v,/slɪp/,"trượt, tuột",0
6669abe4deb9c3c8f02d46db,activity,n,/ækˈtɪv.ə.t̬i/,hoạt động,0
6669abe4deb9c3c8f02d46dc,art gallery,n,/ˈɑːrt ˌɡæl.ɚ.i/,phòng trưng bày tranh,0
6669abe4deb9c3c8f02d46dd,exhibition,n,/ˌek.səˈbɪʃ.ən/,"buổi triển lãm, trưng bày",0
6669abe4deb9c3c8f02d46de,museum,n,/mjuːˈziː.əm/,bảo tàng,0
6669abe4deb9c3c8f02d46df,concert,n,/ˈkɑːn.sɚt/,buổi hòa nhạc,0
6669abe4deb9c3c8f02d46e0,ballet,n,/bælˈeɪ/,"ba lê, kịch múa",0
6669abe4deb9c3c8f02d46e1,opera,n,/ˈɑː.pɚ.ə/,nhạc kịch,0
6669abe4deb9c3c8f02d46e2,bar,n,/bɑːr/,"quán rượu, quầy bán rượu",0
6669abe4deb9c3c8f02d46e3,pub,n,/pʌb/,nơi phục vụ đồ uống có cồn,0
6669abe4deb9c3c8f02d46e4,nightclub,n,/ˈnaɪt.klʌb/,hộp đêm,0
6669abe4deb9c3c8f02d46e5,restaurant,n,/ˈres.tə.rɑːnt/,nhà hàng ăn uống,0
6669abe4deb9c3c8f02d46e6,cafè,n,/kæfˈeɪ/,quán cà phê,0
6669abe4deb9c3c8f02d46e7,film,n,/fɪlm/,"phim, phim ảnh",0
6669abe4deb9c3c8f02d46e8,cinema,n,/ˈsɪn.ə.mə/,rạp chiếu phim,0
6669abe4deb9c3c8f02d46e9,theater,n,/ˈθiː.ə.t̬ɚ/,"nhà hát, rạp hát",0
6669abe4deb9c3c8f02d46ea,circus,n,/ˈsɝː.kəs/,rạp xiếc,0
6669abe4deb9c3c8f02d46eb,cosplay,n,/ˈkɑːz.pleɪ/,trò chơi hóa trang,0
6669abe4deb9c3c8f02d46ec,stadium,n,/ˈsteɪ.di.əm/,sân vận động,0
6669abe4deb9c3c8f02d46ed,zoo,n,/zuː/,sở thú,0
6669abe4deb9c3c8f02d46ee,park,n,/pɑːrk/,công viên,0
6669abe4deb9c3c8f02d46ef,handcraft,n,/ˈhænd.kræft/,"nghề thủ công, hoạt động thủ công",0
6669abe4deb9c3c8f02d46f0,leisure centre,n,/ˈliː.ʒɚ ˌsen.t̬ɚ/,"khu vui chơi, trung tâm giải trí",0
6669abe4deb9c3c8f02d46f1,bowling,n,/ˈboʊ.lɪŋ/,"trò chơi lăn bóng, bowling",0
